sentence_id,text,source,vector
663,"Combien de temps, dit Malraux, avant qu'un écrivain ait appris à parler avec sa propre voix.",signes.txt,
664,"De même, combien de temps avant que le peintre qui n'a pas, comme nous, l’œuvre déployée devant lui, mais qui la fait, reconnaisse dans ses premierstableaux les linéaments de ce qui sera, mais seulement s'il ne se trompe pas surlui-même, son œuvre faite.",signes.txt,
665,Davantage : il n'est pas plus capable de voir ses ta- bleaux que l'écrivain [66] de se lire.,signes.txt,
666,C'est dans les autres que l'expression prend son relief et devient vraiment signification.,signes.txt,
667,"Pour l'écrivain ou pour le peintre, il n'y a qu'allusion de soi à soi, familiarité du ronron personnel, qu'on appelle aussimonologue intérieur.",signes.txt,
668,"Le peintre travaille et fait son sillage, et, sauf quand il s'agit d'œuvres anciennes où il s'amuse à retrouver ce qu'il est devenu, il n'aime pas tantle regarder : il a mieux par devers soi, le langage de sa maturité contient émi-nemment le faible accent de ses premières œuvres.",signes.txt,
669,"« plus loin », comme si chaque pas fait exigeait et rendait possible un autre pas, comme si chaque expres-sion réussie prescrivait à l'automate spirituel une autre tâche ou encore fondaitune institution dont il n'aura jamais fini d'éprouver l'efficacité.",signes.txt,
670,"« vie intérieure » (car alors Van Gogh n'aurait pas besoin de la peinture pour se rejoindre, il cesserait de peindre), il est cette vie même en tant qu'elle sortde son inhérence, cesse de jouir d'elle-même, et devient moyen universel de com-prendre et de faire comprendre, de voir et de donner à voir, - non pas donc ren-fermé aux tréfonds de l'individu muet, mais diffus dans tout ce qu'il voit.",signes.txt,
671,"Avant que le style devienne pour les autres objets de prédilection, pour l'artiste même(au grand dommage de son œuvre) objet de délectation, il faut qu'il y ait eu cemoment fécond où il a germé à la surface de son expérience, où un sens opérant etlatent s'est trouvé les emblèmes qui devaient le délivrer et le rendre maniable pourl'artiste en même temps qu'accessible aux autres.",signes.txt,
672,"Même quand le peintre a déjà peint, et s'il est devenu à quelque égard maître de lui-même, ce qui lui est donnéavec son style, ce n'est pas une manière, [67] un certain nombre de procédés ou detics dont il puisse faire l'inventaire, c'est un mode de formulation aussi reconnais-sable pour les autres, aussi peu visible pour lui que sa silhouette ou ses gestes detous les jours.",signes.txt,
673,"« la réduction à une fragile perspective humaine du monde éternel qui nous entraîne dans une dérive d'astres selon un rythme mysté-rieux » 37 , - il ne s'installe pas dans l'opération même du style ; comme le publie,il la regarde du dehors ; il en indique certaines conséquences, à vrai dire sensa-tionnelles, - la victoire de l'homme sur le monde, - mais que le peintre n'a pas envue.",signes.txt,
674,« représentation » : il est bien trop occupé d'exprimer son commerce avec le monde pour s’enorgueillir d'un style quinaît comme à son insu.,signes.txt,
675,"Il est bien vrai que le style est, pour les modernes, beau- coup plus qu'un moyen de représenter : il n'a pas de modèle extérieur, la peinturen'existe pas avant la peinture.",signes.txt,
676,"Mais il ne faut pas en conclure, comme le fait Ma- lraux, que la représentation du monde ne soit pour le peintre qu'un moyen de sty-le 38 , comme si le style pouvait être connu et voulu hors de tout contact avec lemonde, comme s'il était une fin.",signes.txt,
677,Il faut le voir apparaître au creux de la perception du peintre comme peintre : c'est une exigence issue d'elle.,signes.txt,
678,"La Création esthétique, p. 51.",signes.txt,
679,"Ibid., p. 154.",signes.txt,
680,Ibid.,signes.txt,
681,"Ibid., p. 158.",signes.txt,
682,"« une expression individuelle, sentimentale, sexuelle », c'est une certaine manière d'être chair donnée tout entière dans la démarche ou même dans le seul choc dutalon sur le sol, comme la tension de l'arc est présente [68] à chaque fibre du bois,- une variation très remarquable de la norme du marcher, du regarder, du toucher,du parler que je possède par devers moi parce que je suis corps.",signes.txt,
683,"« une modiste », il y aura l'emblème d'une manière d'habiter le monde, de le traiter, de l'interpréter par le visage comme par le vêtement, parl'agilité du geste comme par l'inertie du corps, bref d'un certain rapport à l'être.",signes.txt,
684,"Mais ce style et ce sens vraiment pictural, s'ils ne sont pas dans la femme vue, - car alors le tableau serait déjà fait, - sont du moins appelés par elle.",signes.txt,
685,« Tout style est la mise en forme des éléments du monde qui permettent d'orienter celui-ci versune de ses parts essentielles ».,signes.txt,
686,"X, elle est déjà ébauchée dans la perception du peintre.",signes.txt,
687,"Elle commence dès qu'il per- çoit, - c'est-à-dire dès qu'il ménage dans l'inaccessible plein des choses certainscreux, certaines fissures, des figures et des fonds, un haut et un bas, une norme etune déviation, dès que certains éléments du monde prennent valeur de dimensionssur lesquelles désormais nous reportons tout le reste, dans le langage desquellesnous l'exprimons.",signes.txt,
688,« déforma- tion cohérente » par laquelle il concentre le sens encore épars dans sa perceptionet le fait exister expressément.,signes.txt,
689,"Il ne faut pas ici que les écrivains sous-estiment le travail, l'étude du peintre, cet effort si semblable à un effort de pensée et qui permet de parler d'un langagede la peinture.",signes.txt,
690,"La Création esthétique, p. 152.",signes.txt,
691,"Golgotha... c'est une angoisse faite chose, une angoisse qui a tourné en déchirure jaune du ciel et qui du coup est submergée,empâtée par les qualités propres des choses... 40 ».",signes.txt,
692,"« comme une brume de chaleur 41 », plutôt qu'il n'est manifesté par lui.",signes.txt,
693,"C'est « comme un effort immense et vain, toujours arrêté à mi- chemin du ciel et de la terre » pour exprimer ce que la nature du tableau lui dé-fend d'exprimer.",signes.txt,
694,"Cette impression est peut-être inévitable chez les professionnels du langage, il leur arrive ce qui nous arrive à entendre une langue étrangère quenous parlons mal : nous la trouvons monotone, marquée d'un accent et d'une sa-veur trop forte, justement parce quelle n'est pas nôtre et que nous n'en avons pasfait l'instrument principal de nos rapports avec le monde.",signes.txt,
695,Le sens du tableau reste captif pour nous qui ne communiquons pas avec le monde par la peinture.,signes.txt,
696,"« brume de chaleur » à la surface de la toile, puisqu’il est capable d'exiger cette couleur ou cet objet de préférence à tout autre et qu'ilcommande l'arrangement du tableau aussi impérieusement qu’une syntaxe ouqu'une logique.",signes.txt,
697,"Car tout le tableau n'est pas dans ces petites angoisses on dans ces joies locales dont il est parsemé : elles ne sont que des composantes dans un senstotal moins pathétique, plus lisible et plus durable.",signes.txt,
698,« C'étaient des femmes nues qui se baignaient dans un autre endroit.,signes.txt,
699,« Le bleu de la mer était devenu celui du ruisseau des Lavandières...,signes.txt,
700,"Sa vision, c'était moins une façon de regarder la mer que la secrète élaboration d'un monde auquel appartenait cette profondeur de bleu qu'il reprenait à l'immen-sité 42 ».",signes.txt,
701,"Lavandières ? C'est que chaque fragment du monde, - et en particulier la mer, tantôt criblée de tourbillons et de rides, empana-chée d'aigrettes, tantôt massive et immobile en elle-même, contient toutes sortesde figures de l'être, et, par la manière qu'il a de répondre à l'attaque du regard,évoque une série de variantes possibles et enseigne, outre lui-même, une manièregénérale de dire l’être.",signes.txt,
702,"SARTRE : Situations II, p. 61.",signes.txt,
703,"Ibid., p. 60.",signes.txt,
704,"La Création esthétique, p. 113.",signes.txt,
705,"On peut faire de la peinture en regardant le monde parce que le style qui définira lepeintre aux yeux des autres, il lui semble le trouver dans les apparences mêmes etqu'il croit épeler la nature au moment où il la recrée.",signes.txt,
706,« Un certain équilibre ou déséquilibre péremptoire de couleurs et de lignes bouleverse celui qui découvreque la porte entrouverte là est celle d'un autre monde 43 ».,signes.txt,
707,"Un autre monde, - en- tendons : le même que le peintre voit, et parlant son propre langage, seulementlibéré du poids sans nom qui le retenait en arrière et le maintenait dans l'équivo-que.",signes.txt,
708,"Or l'austérité, la hantise des surfaces et des formes géomé- triques (ou celle des infusoires et des microbes, car l'interdit jeté sur la vie necommence, curieusement, qu'au métazoaire) ont encore une odeur de vie, mêmes'il s'agit d'une vie honteuse ou désespérée.",signes.txt,
709,"Toujours [71] donc le tableau dit quelque chose, c'est un nouveau système d'équivalences qui exige précisément cebouleversement-ci, et c'est au nom d'un rapport plus vrai entre les choses queleurs liens ordinaires sont dénoués.",signes.txt,
710,"Une vision, une action enfin libres décentrent et regroupent les objets du monde chez le peintre, les mots chez le poète.",signes.txt,
711,"Malraux remarque profondément des peintres modernes que « bien qu'aucun ne parlât de vérité, tous, devant les œuvres de leurs adversaires, parlaient d'impostu-re 44 ».",signes.txt,
712,Ils ne veulent pas d'une vérité qui soit la ressemblance de la peinture et du monde.,signes.txt,
713,"Ils accepteraient l'idée d'une vérité qui soit la cohésion d'une peinture avec elle-même, la présence en elle d'un principe unique qui affecte chaque moyend'expression d'une certaine valeur d'emploi.",signes.txt,
714,"Or quand une zébrure du pinceau remplace la reconstitution en principe complète des apparences pour nous intro-duire à la laine ou à la chair, ce qui remplace l'objet, ce n'est pas le sujet, c'est lalogique allusive du monde perçu.",signes.txt,
715,"On veut toujours signifier, il y a toujours quel- que chose à dire, dont on approche plus on moins.",signes.txt,
716,"Van Gogh au moment où il peint les Corbeaux n'indique plus quelque réalité vers laquelle il faudrait marcher, mais ce qu'il reste à faire pour restituer larencontre du regard avec les choses qui le sollicitent, de celui qui a à être avec cequi est.",signes.txt,
717,"La Monnaie de l'absolu, p. 125.",signes.txt,
718,"Il y manque la présence de ceux qui parlaient, les gestes, les physio- nomies, le sentiment d'un événement en train de survenir, d'une improvisationcontinuée.",signes.txt,
719,"La conversation désormais n'existe plus, elle est, aplatie dans l'unique dimension du sonore, d'autant plus décevante ainsi que ce médium tout auditif estcelui d'un texte lu.",signes.txt,
720,"Gaston Bachelard, de la « surexis- tence ».",signes.txt,
721,"Mais elle n'est pas de l’arbitraire ou, comme on dit, de la fiction. La pein- ture moderne, comme en général la pensée moderne, nous oblige à admettre unevérité qui ne ressemble pas aux choses, qui soit sans modèle extérieur, sans ins-truments d'expression prédestinés, et qui soit cependant vérité.",signes.txt,
722,"Si l'on remet, comme nous essayons de le faire, le peintre au contact de son monde, peut-être trouvera-t-on moins énigmatique la métamorphose qui, à traverslui, transforme le monde en peinture, celle qui, de ses débuts à sa maturité, lechange en lui-même et enfin celle qui, à chaque génération, donne à certainesœuvres du passé un sens dont on ne s'était pas aperçu.",signes.txt,
723,"Quand un écrivain considè- re la peinture et les peintres, il est un peu dans la position des lecteurs enversl'écrivain, ou dans celle de l’amoureux qui pense à la femme absente.",signes.txt,
724,"Nous concevons l'écrivain à partir de l'œuvre, l’amoureux résume l'absente dans lesquelques mots, les quelques attitudes où elle s'est le plus purement exprimée.",signes.txt,
725,"Stendhal. Quand nous faisons la connaissance de l'écrivain, nous sommes sot- tement déçus de ne pas retrouver en chaque instant de sa présence cette essence,cette parole sans bavures que nous avons pris l'habitude de désigner par son nom.",signes.txt,
726,"Mais tout cela n'est que rêverie, - ou même envie, haine secrète. On n'admi- re où il faut qu’après avoir compris qu'il n'y a pas de surhommes, aucun hommequi n'ait à vivre une vie d'homme, et que le secret de la femme aimée, de l'écrivainou du peintre n'est pas dans quelque au-delà de sa vie empirique, mais si mêlé àses médiocres expériences, si pudiquement confondu avec sa perception du mon-de qu'il ne saurait être question de le rencontrer à part, face à face.",signes.txt,
727,"Psychologie de l'Art, on songe quelquefois que Malraux qui, comme écrivain, [73] sait assurément tout cela, l’oublie quand il s'agit des peintres, leur voue lemême genre de culte qu'il n'accepterait pas, croyons-nous, de ses lecteurs, enfinles divinise.",signes.txt,
728,C'est l'instant de la possession du monde.,signes.txt,
729,"Que la peinture ne puisse aller plus loin, et le vieux Hals devient Dieu 45 » Cela, c'est peut-être le peintre vu par les autres.",signes.txt,
730,"Le peintre lui-même est un homme au travail qui retrouve chaque matin dans la figure des choses la même interrogation,le même appel auquel il n'a jamais fini de répondre.",signes.txt,
731,"À ses yeux, son œuvre n'est jamais faite, elle est toujours en cours, de sorte que personne ne peut s’en préva-loir contre le monde.",signes.txt,
732,"Un jour, la vie se dérobe, le corps se défalque ; d'autres fois, et plus tristement, c'est la question éparse à travers le spectacle du monde qui ces-se de se prononcer.",signes.txt,
733,Alors le peintre n’est plus ou il est devenu peintre honoraire.,signes.txt,
734,"Et c'est pourquoi son travail, obscur pour lui- même, est cependant guidé et orienté.",signes.txt,
735,"Il ne s’agit jamais que de mener plus loin le trait du même sillon déjà ouvert, de reprendre et de généraliser un accent qui adéjà paru dans le coin d'un tableau antérieur ou dans quelque instant de son expé-rience, sans que le peintre lui-même puisse jamais dire, parce que la distinctionn'a pas de sens, ce qui est de lui et ce qui est des choses, ce que le nouvel ouvrageajoute aux anciens, ce qu'il a pris aux autres et ce qui est sien.",signes.txt,
736,"Cette triple reprise qui fait de l'opération expressive comme une éternité provisoire, elle n'est passeulement métamorphose au sens des contes de fées, - miracle, magie, créationabsolue dans une solitude agressive, - elle est aussi réponse à ce que le monde, lepassé, les œuvres faites demandaient, accomplissement, fraternité.",signes.txt,
737,"Stiftung, - fondation ou établissement, - pour désigner d'abord la fécondité illimitée de chaque présent qui, justement [74] parce qu'il estsingulier et qu'il passe, ne pourra jamais cesser d'avoir été et donc d'être universel-lement, - mais surtout celle des produits de la culture qui continuent de valoiraprès leur apparition et ouvrent un champ de recherches où ils revivent perpétuel-lement.",signes.txt,
738,"Husserl, le pouvoir doublier les origines et de donner au passé, non pas une survie qui est la forme hypocrite de l'oubli, mais une nouvelle vie, qui est laforme noble de la mémoire.",signes.txt,
739,"La Création esthétique, p. 150.",signes.txt,
740,"Mais si l'expression recrée et métamorphose, cela était déjà vrai des temps qui ont précédé le nôtre et même de notre perception du monde avant lapeinture, puisqu'elle marquait déjà dans les choses la trace d'une élaboration hu-maine.",signes.txt,
741,"Les productions du passé, qui sont les données de notre temps, dépassaient elles aussi les productions antérieures vers un avenir que nous sommes et en cesens appelaient parmi d'autres la métamorphose que nous leur imposons.",signes.txt,
742,"On ne peut pas plus faire l'inventaire d'une peinture, - dire ce qui y est et ce qui n'y estpas, - que, selon les linguistes, on ne peut recenser un vocabulaire, et pour la mê-me raison : ici et là, il ne s'agit pas d'une somme finie de signes, mais d'un champouvert ou d'un nouvel organe de la culture humaine.",signes.txt,
743,"Aron, se cherche des ancêtres n'est cependant possible que parce que tous les temps appartiennent à un mêmeunivers.",signes.txt,
744,« consciente ».,signes.txt,
745,"Si celle-ci trouve à reprendre quelque chose dans des arts qui sont liés à une expérience très différente de la nôtre, c'est sansdoute qu'elle les transfigure, mais c'est aussi qu'ils la préfigurent, qu'ils ont dumoins quelque chose à lui dire, et que leurs artistes, croyant continuer des terreursprimitives ou celles de l’Asie et de l'Égypte, inauguraient secrètement une autrehistoire qui est encore la nôtre et qui nous les rend présents, tandis que les empireset les croyances auxquels ils pensaient appartenir ont depuis longtemps disparu.",signes.txt,
746,"Musée, ils seront comparables, et que ces feux se répondent l'un à l'autre dans la nuit.",signes.txt,
747,"« à peindre » ou « à dessiner », appelaient un avenir indéfini de la peinture, et c'est ce qui fait qu'ilsnous parlent et que nous leur répondons par des métamorphoses où ils collaborentavec nous.",signes.txt,
748,"Il y a donc deux historicités, l'une ironique ou même dérisoire, et faite de contresens, parce que chaque temps lutte contre les autres comme contre desétrangers en leur imposant ses soucis, ses perspectives.",signes.txt,
749,"Elle est oubli plutôt que mémoire, elle est morcellement, ignorance, extériorité.",signes.txt,
750,"Malraux la subordonne souvent à l'histoire cruelle, où les peintres s'oppo- sent parce qu'ils nient.",signes.txt,
751,"Pour lui, la réconciliation n'a lieu que dans la mort et c'est toujours après coup que l'on perçoit l'unique problème auquel les peintures rivalesrépondent et qui les fait contemporaines.",signes.txt,
752,Valéry disait du prêtre : qu'il mène une vie double et que la moitié de son pain est consacrée.,signes.txt,
753,Il est bien cet homme irascible et souffrant pour qui toute autre peinture est rivale.,signes.txt,
754,Mais ses colères et ses haines sont le rebut d'une œuvre.,signes.txt,
755,Dieu et à ne pas vénérer comme unique chaque geste de son pinceau.,signes.txt,
756,"Vermeer, - il ne serait plus un faussaire, il serait l'un de ces peintres qui peignaient pour lemaître dans l'atelier des classiques.",signes.txt,
757,Vermeer après des siècles d'autre peinture et quand le problème même de la peinture a changé de sens.,signes.txt,
758,"Si elle ne peut juger de l'au- thenticité d'une toile que par l'examen du tableau, ce n'est pas seulement parce queles renseignements d'origine nous manquent, c'est que le catalogue complet del'œuvre d'un maître n'est pas suffisant pour savoir ce qui est vraiment de lui, c'estque lui-même est une certaine parole dans le discours de la peinture, qui éveilledes échos vers le passé et vers l'avenir dans la mesure même où elle ne le cherchepas, c'est qu'il se relie à toutes les autres tentatives dans la mesure même où ils'occupe résolument de son monde.",signes.txt,
759,"La rétrospection peut bien être indispensable pour que cette histoire vraie émerge de l'histoire empirique, qui n'est attentivequ'aux événements et reste aveugle aux avènements, - mais elle est tracée d'aborddans le vouloir total du peintre, l'histoire ne regarde vers le passé que parce que lepeintre d'abord a regardé vers l'œuvre à venir, il n'y a de fraternité des peintresdans la mort que parce qu'ils vivent le même problème.",signes.txt,
760,"À cet égard la fonction du Musée, comme celle de la Bibliothèque, n'est pas uniquement bienfaisante.",signes.txt,
761,"Il nous donne bien le moyen de voir ensemble, comme moments d'un seul effort, des productions qui gisaient à travers le monde, enliséesdans les cultes ou dans les civilisations dont elles voulaient être l'ornement, en cesens il fonde notre conscience de la peinture comme peinture.",signes.txt,
762,"Musée comme les peintres y vont, dans la joie sobre [78] du travail, et non pas comme nous y allons, avec une révérence qui n'est pas tout à fait de bon aloi.",signes.txt,
763,« intellectuels » du lundi.,signes.txt,
764,"« œuvres », rend possible une histoire de la peinture.",signes.txt,
765,Musée. Le Musée ajoute un faux prestige à la vraie valeur des ouvrages en les détachant des hasards au milieu desquels ils sont nés eten nous faisant croire que des fatalités guidaient la main des artistes depuis tou-jours.,signes.txt,
766,"Musée convertit cette historicité secrète, pudique, non délibérée, involontaire, vivante enfin, en histoire officielle et pompeuse.",signes.txt,
767,L'imminence d'une régression donne à notre amitié pour tel peintre une nuance pathétique qui lui était bienétrangère.,signes.txt,
768,"Pour lui, il a travaillé toute une vie d'homme, - et nous, nous voyons son œuvre comme des fleurs au bord d'un précipice.",signes.txt,
769,Le Musée rend les peintres aussi mystérieux pour nous que les pieuvres ou les langoustes.,signes.txt,
770,"Musée et sous ses glaces protectrices, qu'une faible palpitation à leur surface.",signes.txt,
771,« messages » des écrits qui ont été d'abord les gestes d'un homme. Il est l'histo- ricité de mort.,signes.txt,
772,"Et il y a une historicité de vie, dont il n'offre que l'image déchue : celle qui habite le peintre au travail, quand il noue d'un seul geste la tradition qu'ilreprend et la tradition qu'il fonde, celle qui le rejoint d'un coup à tout ce qui s'estjamais peint dans le monde, sans qu’il ait à quitter sa place, son temps, son travailbéni et maudit, et qui réconcilie les peintures en tant que chacune exprime l'exis-tence entière, en tant qu'elles sont toutes réussies, - au lieu de les réconcilier entant qu'elles sont toutes finies et comme autant de gestes vains.",signes.txt,
773,"Si l'on remet la peinture au présent, on verra qu'elle n'admet pas les barrières que notre purisme voudrait multiplier entre le peintre et les autres, entre le peintreet sa propre vie.",signes.txt,
774,"Renoir, cela l'intéresse lui aussi, et rien n'empê- che après tout qu'il retrouve le chemin que les habitants des cavernes ont un jourouvert sans tradition.",signes.txt,
775,Renoir aurait eu bien tort de lui demander conseil et de tâ- cher de lui plaire.,signes.txt,
776,"En ce sens, il ne peignait pas pour l'hôtelier. Il définissait lui- même, par sa peinture, les conditions sous lesquelles il entendait être approuvé.",signes.txt,
777,"Lavandières et, le pas- sage de l'une à l'autre, il l'ouvrait pour ceux qui, avec lui, étaient pris dans lemonde.",signes.txt,
778,"Comme le dit J. Vuillemin, il n'était pas question de parler leur langage, mais de les exprimer en s'exprimant.",signes.txt,
779,"Et le rapport du peintre à sa propre vie est du même ordre : son style n'est pas le style de sa vie, mais il la tire, elle aussi, versl'expression.",signes.txt,
780,On comprend que Malraux n'aime pas les explications psychanalyti- ques en peinture.,signes.txt,
781,"L'explication ne rend compte que de détails, tout au plus des matériaux.",signes.txt,
782,"« anal », - cela ne nous dit toujours pas ce que c'est que peindre ou sculpter 46 .",signes.txt,
783,"Mais l'attitude toute contraire, la dévotion des artistes qui nous défend de rien savoir de leur vie et met leur œuvre comme unmiracle hors de l'histoire privée ou publique et hors du monde, elle nous masqueaussi leur vraie grandeur.",signes.txt,
784,"Si Léonard est autre chose que l'une des innombrables victimes d'une enfance malheureuse, ce n’est pas qu’il ait un pied dans l'au-delà,c'est que, de tout ce qu'il avait vécu, il a réussi à faire un moyen d'interpréter lemonde, - ce n'est pas qu'il n'eût pas de corps ou de vision, c'est que sa situationcorporelle ou vitale a été constituée par lui en langage.",signes.txt,
785,"Quand on passe de l’ordre des événements à celui de l'expression, on ne change pas de monde : les mêmesdonnées qui étaient subies deviennent système signifiant.",signes.txt,
786,"Creusées, travaillées de l'intérieur, délivrées enfin de ce poids sur nous qui les rendait douloureuses oublessantes, devenues transparentes ou même lumineuses, et capables d'éclairernon seulement les aspects du monde qui leur ressemblent, mais encore les autres,elles ont beau être métamorphosées, elles ne cessent pas d'être là.",signes.txt,
787,La connaissance qu'on peut en prendre ne remplacera jamais l'expérience de l'œuvre elle-même.,signes.txt,
788,Mais elle aide à mesurer la création et elle nous enseigne ce dépassement sur pla- ce qui est le seul dépassement sans retour.,signes.txt,
789,"« le motif », nous reconnaîtrons que son œuvre, qui n'est jamais un effet, est toujours une ré-ponse à ces [81] données, et que le corps, la vie, les paysages, les écoles, les maî-tresses, les créanciers, les polices, les révolutions, qui peuvent étouffer la peinture,sont aussi le pain dont elle fait son sacrement.",signes.txt,
790,"Vivre dans la peinture, c'est encore respirer ce monde, - surtout pour celui qui voit dans le monde quelque chose àpeindre, et chaque homme est un peu celui-là.",signes.txt,
791,"« influence », et où les modernes sont stupéfaits de ren- contrer le même style qu'une peinture consciente a réinventé ailleurs.",signes.txt,
792,"Quand on a enfermé l’art au plus secret de l’individu, la convergence des œuvres ne peuts’expliquer que par quelque destin qui les domine.",signes.txt,
793,Aussi Freud n'a-t-il jamais dit qu'il expliquât Vinci par le vautour : il a dit à peu près que l'analyse s'arrêtait où commence la peinture.,signes.txt,
794,Raison dans l'histoire dont il soit l'instrument Ces monstres hegeliens sont l'antithèse et le complément de son individualisme.,signes.txt,
795,"Partons du fait le plus simple, - et sur lequel, d'ailleurs, nous avons déjà donné quelques éclaircissements.",signes.txt,
796,"La loupe [82] révèle dans la médaille ou dans la mini- ature le style même des grandes œuvres parce que la main porte partout son style,qui est indivis dans le geste, et n'a pas besoin, pour marquer de sa zébrure la ma-tière, de s'appesantir en chaque point du tracé.",signes.txt,
797,"Notre écriture se reconnaît, que nous tracions les lettres sur du papier, avec trois doigts de la main, ou à la craie,sur le tableau, avec tout notre bras, parce qu'elle n’est pas dans notre corps unautomatisme lié à certains muscles, destiné à accomplir certains mouvements ma-tériellement définis, mais une puissance générale de formulation motrice capabledes transpositions qui font la constance du style.",signes.txt,
798,"Ou plutôt, il n'y a même pas transposition : simplement, nous n'écrivons pas dans l'espace en soi, avec unemain-chose, un corps-chose auxquels chaque situation nouvelle poserait des pro-blèmes neufs.",signes.txt,
799,"Nous écrivons dans l'espace perçu, où les résultats de même forme sont d'emblée analogues, les différences d'échelle ignorées, comme la même mé-lodie exécutée à différentes hauteurs est immédiatement identifiée.",signes.txt,
800,"Et la main avec laquelle nous écrivons est une main-phénomène, qui possède, avec la formu-le d'un mouvement, comme la loi efficace des cas particuliers où il peut avoir à seréaliser.",signes.txt,
801,"Achille effectue, dans la simplicité d'un pas, une sommation infinie d'espaces et d'instants.",signes.txt,
802,"Le Musée Imaginaire, p. 52.",signes.txt,
803,"Et certes, c'est là une grande merveille, dont le mot d'homme ne doit pas nous masquer l'étrangeté.",signes.txt,
804,"Esprit du Monde, qui opérerait en nous sans nous, et percevrait à notre place, au-delà du monde perçu, à l'échelle microscopique.",signes.txt,
805,"Ici, l'esprit du monde, c'est nous, dès que nous savons nous mouvoir, dès que noussavons regarder.",signes.txt,
806,"Ces actes simples renferment déjà le secret de l'action [83] ex- pressive : je meus mon corps sans même savoir quels muscles, quels trajets ner-veux doivent intervenir, ni où il faudrait chercher les instruments de cette action,comme l'artiste fait rayonner son style jusqu'aux fibres de la matière qu'il travail-le.",signes.txt,
807,"Je veux aller là-bas, et m'y voici, sans que je sois entré dans le secret inhumain de la machinerie corporelle, sans que je l'aie ajustée aux données du problème, etpar exemple à l'emplacement du but défini par son rapport à quelque système decoordonnées.",signes.txt,
808,"Je regarde le but, je suis aspiré par lui, et l'appareil corporel fait ce qu'il y a à faire pour que je m'y trouve.",signes.txt,
809,« géographique » ou « phy- sique » obéit aux exigences de ce petit drame qui ne cesse de susciter en lui milleprodiges naturels.,signes.txt,
810,"Mon regard vers le but a déjà, lui aussi, ses miracles : lui aussi il s'installe avec autorité dans l'être et s'y conduit comme en pays conquis.",signes.txt,
811,"Ce n'est pas l’objet qui obtient de mes yeux les mouvements d'accommodation et deconvergence : on a pu montrer qu'au contraire je ne verrais jamais rien nettement,et il n'y aurait pas d'objet pour moi, si je ne disposais mes yeux de manière à ren-dre possible la vision de l'unique objet.",signes.txt,
812,Et ce n'est pas ici l'esprit qui relaie le corps et anticipe ce que nous allons voir.,signes.txt,
813,"Non, ce sont mes regards eux-mêmes, c'est leur synergie, leur exploration, leur prospection, qui mettent au point l’objetimminent, et jamais nos corrections ne seraient assez rapides et précises si ellesdevaient se fonder sur un véritable calcul des effets.",signes.txt,
814,"Le mouvement de l'artiste traçant son ara- besque dans la matière infinie amplifie, mais aussi continue, la simple merveillede la locomotion dirigée ou des gestes de prise.",signes.txt,
815,"Dans le geste de désignation, déjà, non seulement le corps déborde sur un monde dont il porte en lui le schéma : il lepossède à distance plutôt qu'il n'en est possédé.",signes.txt,
816,"À plus forte [84] raison le geste d'expression, qui se charge de dessiner lui-même et de faire paraître au-dehors cequ'il vise, récupère-t-il le monde.",signes.txt,
817,"Mais déjà, avec notre premier geste orienté, les rapports infinis de quelqu'un avec sa situation avaient envahi notre médiocre pla-nète et ouvert à notre conduite un champ inépuisable.",signes.txt,
818,"Par ailleurs avec leur sens et leur règle d'emploi, mais l'opération première qui d'abordconstitue les signes en signes, fait habiter en eux l'exprimé par la seule éloquencede leur arrangement et de leur configuration, implante un sens dans ce qui n'enavait pas, et qui donc, loin de s'épuiser dans l'instant où elle a lieu, inaugure unordre, fonde une institution ou une tradition...",signes.txt,
819,"Or si la présence du style dans des miniatures que personne n'avait jamais vues, et en un sens jamais faites, se confond avec le fait de notre corporéité etn'appelle aucune explication occulte, il nous semble qu'on peut en dire autant desconvergences singulières qui font paraître, hors de toute influence, d'un bout àl'autre du monde des œuvres qui se ressemblent.",signes.txt,
820,"Surartistes qui mènent les artistes. Mais d'abord, c'est mal poser le problème que de parler de ressemblances : elles sont après tout peu de chose en regard des in-nombrables différences et de la variété des cultures.",signes.txt,
821,"La probabilité, même faible, d'une réinvention sans guide ni modèle suffit pour rendre compte de ces recoupe-ments exceptionnels.",signes.txt,
822,"Le vrai problème est de comprendre pourquoi des cultures si différentes s’engagent dans la même recherche, se proposent la même tâche (surle chemin de laquelle elles rencontreront, à l'occasion, les mêmes modes d'expres-sion), pourquoi ce que produit une culture a un sens pour d'autres cultures, mêmesi ce n'est pas son sens d'origine, pourquoi nous nous donnons la peine de méta-morphoser en art des fétiches, enfin pourquoi il y a une peinture ou un univers dela peinture.",signes.txt,
823,"Mais cela ne fait problème que si l'on a commencé par se placer dans le [85] monde géographique ou physique, et par y placer les œuvres, comme au-tant d'événements séparés dont la ressemblance ou seulement l'apparentement estalors improbable et exige un principe d'explication.",signes.txt,
824,"Nous proposons au contraire d'admettre l'ordre de la culture ou du sens comme un ordre original de l'avène-ment 48 , qui ne doit pas être dérivé de celui, s'il existe, des événements purs, nitraité comme le simple effet de rencontres extraordinaires.",signes.txt,
